kernel BUG in do_journal_end,"do_journal_end+0x3f22/0x4ad0 fs/reiserfs/journal.c:4149
 reiserfs_sync_fs+0xfc/0x130 fs/reiserfs/super.c:78
 sync_filesystem fs/sync.c:56 [inline]
 sync_filesystem+0x109/0x290 fs/sync.c:30
 generic_shutdown_super+0x74/0x480 fs/super.c:473
 kill_block_super+0xa1/0x100 fs/super.c:1407
 deactivate_locked_super+0x98/0x160 fs/super.c:331
 deactivate_super+0xb1/0xd0 fs/super.c:362
 cleanup_mnt+0x2ae/0x3d0 fs/namespace.c:1177
 task_work_run+0x168/0x260 kernel/task_work.c:179
 resume_user_mode_work include/linux/resume_user_mode.h:49 [inline]
 exit_to_user_mode_loop kernel/entry/common.c:171 [inline]
 exit_to_user_mode_prepare+0x210/0x240 kernel/entry/common.c:204
 __syscall_exit_to_user_mode_work kernel/entry/common.c:286 [inline]
 syscall_exit_to_user_mode+0x1d/0x50 kernel/entry/common.c:297
 do_syscall_64+0x46/0x80 arch/x86/entry/common.c:86
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
BUG: workqueue lockup,"asm_sysvec_apic_timer_interrupt+0x1a/0x20
 default_idle+0x13/0x30
 default_idle_call+0x51/0xb0
 do_idle+0x3ea/0x540
 cpu_startup_entry+0x18/0x20
 rest_init+0x166/0x290
 arch_call_rest_init+0x13/0x30
 start_kernel+0x437/0x560
 x86_64_start_reservations+0x18/0x30
 x86_64_start_kernel+0x7e/0x80
 secondary_startup_64_no_verify+0xf4/0xfb",Group 1
kernel BUG in f2fs_evict_inode,"evict+0x2ed/0x6b0 fs/inode.c:665
 dispose_list+0x117/0x1e0 fs/inode.c:698
 evict_inodes+0x345/0x440 fs/inode.c:748
 generic_shutdown_super+0xaf/0x480 fs/super.c:479
 kill_block_super+0xa1/0x100 fs/super.c:1407
 kill_f2fs_super+0x2af/0x3c0 fs/f2fs/super.c:4702
 deactivate_locked_super+0x98/0x160 fs/super.c:331
 deactivate_super+0xb1/0xd0 fs/super.c:362
 cleanup_mnt+0x2ae/0x3d0 fs/namespace.c:1177
 task_work_run+0x168/0x260 kernel/task_work.c:179
 resume_user_mode_work include/linux/resume_user_mode.h:49 [inline]
 exit_to_user_mode_loop kernel/entry/common.c:171 [inline]
 exit_to_user_mode_prepare+0x210/0x240 kernel/entry/common.c:204
 __syscall_exit_to_user_mode_work kernel/entry/common.c:286 [inline]
 syscall_exit_to_user_mode+0x1d/0x50 kernel/entry/common.c:297
 do_syscall_64+0x46/0x80 arch/x86/entry/common.c:86
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
WARNING in process_fd_request,"seek_interrupt+0x160/0x510
 process_one_work+0x9ba/0x1820
 worker_thread+0x669/0x1090
 kthread+0x2e8/0x3a0
 ret_from_fork+0x1f/0x30",Group 1
WARNING: ODEBUG bug in netdev_run_todo,"debug_check_no_obj_freed+0x30a/0x430
 __kmem_cache_free+0xd6/0x320
 kvfree+0x46/0x50
 device_release+0xa3/0x240
 kobject_put+0x1c2/0x4d0
 netdev_run_todo+0x71d/0x1040
 default_device_exit_batch+0x47e/0x600
 ops_exit_list+0x125/0x170
 cleanup_net+0x4ee/0xb00
 process_one_work+0x9ba/0x1860
 worker_thread+0x669/0x1090
 kthread+0x2e8/0x3a0
 ret_from_fork+0x1f/0x30",Group 1
INFO: task hung in hub_port_init,"context_switch kernel/sched/core.c:5301 [inline]
 __schedule+0xb2b/0x2f30 kernel/sched/core.c:6619
 schedule+0xe7/0x1b0 kernel/sched/core.c:6695
 usb_kill_urb.part.0+0x19a/0x220 drivers/usb/core/urb.c:728
 usb_kill_urb+0x83/0xa0 drivers/usb/core/urb.c:717
 usb_start_wait_urb+0x24a/0x4b0 drivers/usb/core/message.c:64
 usb_internal_control_msg drivers/usb/core/message.c:102 [inline]
 usb_control_msg+0x320/0x4a0 drivers/usb/core/message.c:153
 hub_port_init+0x11d4/0x35c0 drivers/usb/core/hub.c:4875
 hub_port_connect drivers/usb/core/hub.c:5337 [inline]
 hub_port_connect_change drivers/usb/core/hub.c:5552 [inline]
 port_event drivers/usb/core/hub.c:5712 [inline]
 hub_event+0x2baa/0x48c0 drivers/usb/core/hub.c:5794
 process_one_work+0x9ba/0x1760 kernel/workqueue.c:2390
 worker_thread+0x669/0x1090 kernel/workqueue.c:2537
 kthread+0x2e8/0x3a0 kernel/kthread.c:376
 ret_from_fork+0x1f/0x30 arch/x86/entry/entry_64.S:308",Group 1
kernel BUG in lbmIODone,"bio_endio+0x62d/0x7f0 block/bio.c:1608
 req_bio_endio block/blk-mq.c:794 [inline]
 blk_update_request+0x3a7/0x1430 block/blk-mq.c:926
 blk_mq_end_request+0x4f/0x80 block/blk-mq.c:1053
 lo_complete_rq+0x1c6/0x280 drivers/block/loop.c:370
 blk_complete_reqs+0xad/0xe0 block/blk-mq.c:1131
 __do_softirq+0x2e5/0xae2 kernel/softirq.c:571
 run_ksoftirqd kernel/softirq.c:934 [inline]
 run_ksoftirqd+0x31/0x60 kernel/softirq.c:926
 smpboot_thread_fn+0x659/0xa30 kernel/smpboot.c:164
 kthread+0x2e8/0x3a0 kernel/kthread.c:376
 ret_from_fork+0x1f/0x30 arch/x86/entry/entry_64.S:308",Group 1
WARNING in floppy_queue_rq,"blk_mq_dispatch_rq_list+0x60a/0x2050
 __blk_mq_sched_dispatch_requests+0xd1f/0x1540
 blk_mq_sched_dispatch_requests+0x10a/0x190
 blk_mq_run_work_fn+0x206/0x390
 process_one_work+0x993/0x15e0
 worker_thread+0x67d/0x10c0
 kthread+0x33e/0x440
 ret_from_fork+0x1f/0x30",Group 1
UBSAN: array-index-out-of-bounds in f2fs_iget,"dump_stack_lvl+0xc1/0xf0
 __ubsan_handle_out_of_bounds+0xd5/0x130
 f2fs_iget+0x4c36/0x5470
 f2fs_fill_super+0x3e21/0x91e0
 mount_bdev+0x357/0x420
 legacy_get_tree+0x109/0x220
 vfs_get_tree+0x8d/0x350
 path_mount+0x675/0x1e30
 __x64_sys_mount+0x283/0x300
 do_syscall_64+0x39/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
possible deadlock in j1939_sk_queue_drop_all,"__dump_stack lib/dump_stack.c:88 [inline]
 dump_stack_lvl+0x96/0xf0 lib/dump_stack.c:106
 check_noncircular+0x268/0x310 kernel/locking/lockdep.c:2188
 check_prev_add kernel/locking/lockdep.c:3108 [inline]
 check_prevs_add kernel/locking/lockdep.c:3227 [inline]
 validate_chain kernel/locking/lockdep.c:3842 [inline]
 __lock_acquire+0x2f85/0x5d00 kernel/locking/lockdep.c:5074
 lock_acquire kernel/locking/lockdep.c:5691 [inline]
 lock_acquire+0x1e5/0x670 kernel/locking/lockdep.c:5656
 __raw_spin_lock_bh include/linux/spinlock_api_smp.h:126 [inline]
 _raw_spin_lock_bh+0x33/0x40 kernel/locking/spinlock.c:178
 spin_lock_bh include/linux/spinlock.h:355 [inline]
 j1939_sk_queue_drop_all+0x3b/0x2e0 net/can/j1939/socket.c:139
 j1939_sk_netdev_event_netdown+0x7f/0x150 net/can/j1939/socket.c:1275
 j1939_netdev_notify+0x15c/0x190 net/can/j1939/main.c:379
 notifier_call_chain+0xa6/0x1b0 kernel/notifier.c:87
 call_netdevice_notifiers_info+0x97/0x100 net/core/dev.c:1945
 call_netdevice_notifiers_extack net/core/dev.c:1983 [inline]
 call_netdevice_notifiers net/core/dev.c:1997 [inline]
 __dev_notify_flags+0x1bc/0x2a0 net/core/dev.c:8573
 dev_change_flags+0x111/0x170 net/core/dev.c:8609
 dev_ifsioc+0x6b0/0xee0 net/core/dev_ioctl.c:327
 dev_ioctl+0x205/0xf00 net/core/dev_ioctl.c:588
 sock_do_ioctl+0x190/0x200 net/socket.c:1211
 sock_ioctl+0x1e5/0x620 net/socket.c:1314
 vfs_ioctl fs/ioctl.c:51 [inline]
 __do_sys_ioctl fs/ioctl.c:870 [inline]
 __se_sys_ioctl fs/ioctl.c:856 [inline]
 __x64_sys_ioctl+0x171/0x1d0 fs/ioctl.c:856
 do_syscall_x64 arch/x86/entry/common.c:50 [inline]
 do_syscall_64+0x39/0x80 arch/x86/entry/common.c:80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
WARNING in floppy_interrupt,"asm_common_interrupt+0x2b/0x40
 fd_wait_for_completion+0xcf/0x150
 start_motor+0x249/0x300
 redo_fd_request+0x1ec/0x2940
 floppy_work_workfn+0x13/0x20
 process_one_work+0x9f0/0x16c0
 worker_thread+0x68e/0x10f0
 kthread+0x356/0x460
 ret_from_fork+0x1f/0x30",Group 1
possible deadlock in __jbd2_log_wait_for_space,"__dump_stack lib/dump_stack.c:88 [inline]
 dump_stack_lvl+0xd9/0x150 lib/dump_stack.c:106
 check_noncircular+0x268/0x310 kernel/locking/lockdep.c:2188
 check_prev_add kernel/locking/lockdep.c:3108 [inline]
 check_prevs_add kernel/locking/lockdep.c:3227 [inline]
 validate_chain kernel/locking/lockdep.c:3842 [inline]
 __lock_acquire+0x2f85/0x5d00 kernel/locking/lockdep.c:5074
 lock_acquire kernel/locking/lockdep.c:5691 [inline]
 lock_acquire+0x1e5/0x670 kernel/locking/lockdep.c:5656
 __mutex_lock_common kernel/locking/mutex.c:603 [inline]
 mutex_lock_io_nested+0x15b/0x1260 kernel/locking/mutex.c:833
 __jbd2_log_wait_for_space+0x235/0x4b0 fs/jbd2/checkpoint.c:110
 add_transaction_credits+0xa24/0xb60 fs/jbd2/transaction.c:298
 start_this_handle+0x3a6/0x14f0 fs/jbd2/transaction.c:422
 jbd2__journal_start+0x39f/0x6d0 fs/jbd2/transaction.c:520
 __ext4_journal_start_sb+0x706/0x890 fs/ext4/ext4_jbd2.c:111
 __ext4_journal_start fs/ext4/ext4_jbd2.h:326 [inline]
 ext4_dirty_inode+0xa5/0x130 fs/ext4/inode.c:6107
 __mark_inode_dirty+0x247/0x1250 fs/fs-writeback.c:2421
 mark_inode_dirty include/linux/fs.h:2127 [inline]
 generic_write_end+0x354/0x440 fs/buffer.c:2227
 ext4_da_write_end+0x20f/0xa60 fs/ext4/inode.c:3174
 generic_perform_write+0x319/0x580 mm/filemap.c:3781
 ext4_buffered_write_iter+0x15b/0x470 fs/ext4/file.c:285
 ext4_file_write_iter+0x8c4/0x1700 fs/ext4/file.c:700
 __kernel_write_iter+0x262/0x7a0 fs/read_write.c:517
 __kernel_write+0xc9/0x110 fs/read_write.c:537
 __dump_emit fs/coredump.c:811 [inline]
 dump_emit+0x21d/0x340 fs/coredump.c:848
 writenote+0x175/0x2b0 fs/binfmt_elf.c:1486
 write_note_info fs/binfmt_elf.c:1972 [inline]
 elf_core_dump+0x24e4/0x36e0 fs/binfmt_elf.c:2129
 do_coredump+0x2d30/0x3ce0 fs/coredump.c:762
 get_signal+0x1c11/0x25c0 kernel/signal.c:2845
 arch_do_signal_or_restart+0x79/0x5a0 arch/x86/kernel/signal.c:306
 exit_to_user_mode_loop kernel/entry/common.c:168 [inline]
 exit_to_user_mode_prepare+0x11f/0x240 kernel/entry/common.c:204
 irqentry_exit_to_user_mode+0x9/0x40 kernel/entry/common.c:310
 asm_exc_stack_segment+0x26/0x30 arch/x86/include/asm/idtentry.h:563",Group 1
WARNING in devl_port_unregister,"__nsim_dev_port_del+0x1bb/0x240 drivers/net/netdevsim/dev.c:1430
 nsim_dev_port_del_all drivers/net/netdevsim/dev.c:1440 [inline]
 nsim_dev_reload_destroy+0x171/0x510 drivers/net/netdevsim/dev.c:1661
 nsim_drv_remove+0x52/0x1d0 drivers/net/netdevsim/dev.c:1676
 device_remove+0xc8/0x170 drivers/base/dd.c:540
 __device_release_driver drivers/base/dd.c:1240 [inline]
 device_release_driver_internal+0x443/0x610 drivers/base/dd.c:1263
 bus_remove_device+0x22c/0x420 drivers/base/bus.c:574
 device_del+0x441/0xa10 drivers/base/core.c:3779
 device_unregister+0x1e/0xc0 drivers/base/core.c:3809
 nsim_bus_dev_del drivers/net/netdevsim/bus.c:310 [inline]
 del_device_store+0x34e/0x4a0 drivers/net/netdevsim/bus.c:219
 bus_attr_store+0x76/0xa0 drivers/base/bus.c:170
 sysfs_kf_write+0x114/0x170 fs/sysfs/file.c:136
 kernfs_fop_write_iter+0x3ed/0x600 fs/kernfs/file.c:334
 call_write_iter include/linux/fs.h:1851 [inline]
 new_sync_write fs/read_write.c:491 [inline]
 vfs_write+0x9f3/0xe20 fs/read_write.c:584
 ksys_write+0x12b/0x250 fs/read_write.c:637
 do_syscall_x64 arch/x86/entry/common.c:50 [inline]
 do_syscall_64+0x39/0x80 arch/x86/entry/common.c:80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
INFO: task hung in hub_port_init,"__schedule+0xd40/0x30a0
 schedule+0xe7/0x1b0
 usb_kill_urb.part.0+0x188/0x200
 usb_kill_urb+0x83/0xa0
 usb_start_wait_urb+0x22b/0x280
 usb_control_msg+0x320/0x480
 hub_port_init+0x97f/0x3360
 hub_event+0x2343/0x43a0
 process_one_work+0x91e/0x1480
 worker_thread+0x609/0xff0
 kthread+0x311/0x410
 ret_from_fork+0x1f/0x30",Group 1
possible deadlock in reiserfs_ioctl,"__dump_stack lib/dump_stack.c:88 [inline]
 dump_stack_lvl+0xd9/0x150 lib/dump_stack.c:106
 check_noncircular+0x268/0x310 kernel/locking/lockdep.c:2187
 check_prev_add kernel/locking/lockdep.c:3107 [inline]
 check_prevs_add kernel/locking/lockdep.c:3226 [inline]
 validate_chain kernel/locking/lockdep.c:3841 [inline]
 __lock_acquire+0x2f85/0x5d00 kernel/locking/lockdep.c:5073
 lock_acquire kernel/locking/lockdep.c:5690 [inline]
 lock_acquire+0x1e5/0x670 kernel/locking/lockdep.c:5655
 percpu_down_read include/linux/percpu-rwsem.h:51 [inline]
 __sb_start_write include/linux/fs.h:1477 [inline]
 sb_start_write include/linux/fs.h:1552 [inline]
 mnt_want_write_file+0x92/0x5e0 fs/namespace.c:438
 reiserfs_ioctl+0x1a2/0x330 fs/reiserfs/ioctl.c:103
 vfs_ioctl fs/ioctl.c:51 [inline]
 __do_sys_ioctl fs/ioctl.c:870 [inline]
 __se_sys_ioctl fs/ioctl.c:856 [inline]
 __x64_sys_ioctl+0x197/0x210 fs/ioctl.c:856
 do_syscall_x64 arch/x86/entry/common.c:50 [inline]
 do_syscall_64+0x39/0x80 arch/x86/entry/common.c:80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
INFO: task hung in usb_get_descriptor,"context_switch kernel/sched/core.c:5301 [inline]
 __schedule+0xb2a/0x2f40 kernel/sched/core.c:6619
 schedule+0xe7/0x1b0 kernel/sched/core.c:6695
 usb_kill_urb.part.0+0x19a/0x220 drivers/usb/core/urb.c:728
 usb_kill_urb+0x83/0xa0 drivers/usb/core/urb.c:717
 usb_start_wait_urb+0x24a/0x4b0 drivers/usb/core/message.c:64
 usb_internal_control_msg drivers/usb/core/message.c:102 [inline]
 usb_control_msg+0x320/0x4a0 drivers/usb/core/message.c:153
 usb_get_descriptor+0xe1/0x1d0 drivers/usb/core/message.c:793
 usb_get_device_descriptor+0x85/0xf0 drivers/usb/core/message.c:1072
 hub_port_init+0x857/0x3930 drivers/usb/core/hub.c:4969
 hub_port_connect drivers/usb/core/hub.c:5336 [inline]
 hub_port_connect_change drivers/usb/core/hub.c:5551 [inline]
 port_event drivers/usb/core/hub.c:5711 [inline]
 hub_event+0x2b8a/0x4e40 drivers/usb/core/hub.c:5793
 process_one_work+0x9ba/0x1820 kernel/workqueue.c:2390
 worker_thread+0x669/0x1090 kernel/workqueue.c:2537
 kthread+0x2e8/0x3a0 kernel/kthread.c:376
 ret_from_fork+0x1f/0x30 arch/x86/entry/entry_64.S:308",Group 1
possible deadlock in reiserfs_ioctl,"kobject: 'loop2' (000000001c5b01c8): kobject_uevent_env
kobject: 'loop2' (000000001c5b01c8): fill_kobj_path: path = '/devices/virtual/block/loop2'
       __mutex_lock+0x14f/0x1450
       mutex_lock_nested+0x1a/0x20
       reiserfs_write_lock+0x82/0x110
       reiserfs_lookup+0x1a8/0x500
 dump_stack_lvl+0x1c2/0x270
 dump_stack+0x19/0x20
 should_fail_ex+0x4b6/0x5d0
       __lookup_slow+0x27a/0x4c0
       lookup_one_len+0x17c/0x1b0
 __should_failslab+0xc3/0x120
       reiserfs_lookup_privroot+0x9e/0x2a0
 should_failslab+0xd/0x20
       reiserfs_fill_super+0x2260/0x3140
 kmem_cache_alloc+0x53/0x310
       mount_bdev+0x339/0x400
 __alloc_file+0x26/0x270
       get_super_block+0x39/0x50
 alloc_empty_file+0x73/0x1a0
       legacy_get_tree+0x10f/0x220
 path_openat+0xf2/0x2950
       vfs_get_tree+0x97/0x370
       path_mount+0x6d3/0x1fa0
       __x64_sys_mount+0x2b2/0x340
kobject: 'loop7' (0000000021aa76a2): kobject_uevent_env
kobject: 'loop7' (0000000021aa76a2): fill_kobj_path: path = '/devices/virtual/block/loop7'
       do_syscall_64+0x3f/0x90
       entry_SYSCALL_64_after_hwframe+0x72/0xdc

-> #1 (&type->i_mutex_dir_key#9){+.+.}-{3:3}:
       lock_acquire+0x80/0xb0
       down_write+0x92/0x210
       path_openat+0x99f/0x2950
       do_filp_open+0x1c9/0x420
       do_sys_openat2+0x17c/0x540
       __do_sys_openat2+0x1b0/0x2b0
       __x64_sys_openat2+0x9a/0x100
       do_syscall_64+0x3f/0x90
       entry_SYSCALL_64_after_hwframe+0x72/0xdc

-> #0 (sb_writers#17){.+.+}-{0:0}:
 do_filp_open+0x1c9/0x420
       __lock_acquire+0x2fed/0x5d30
       lock_acquire.part.0+0x19d/0x4a0
       lock_acquire+0x80/0xb0
       mnt_want_write_file+0x99/0x600
       reiserfs_ioctl+0x1a6/0x330
 do_sys_openat2+0x17c/0x540
       __x64_sys_ioctl+0x1b0/0x220
       do_syscall_64+0x3f/0x90
       entry_SYSCALL_64_after_hwframe+0x72/0xdc
 __do_sys_openat2+0x1b0/0x2b0

other info that might help us debug this:

Chain exists of:
  
sb_writers#17
kobject: 'loop4' (000000001c534e1f): kobject_uevent_env
kobject: 'loop4' (000000001c534e1f): fill_kobj_path: path = '/devices/virtual/block/loop4'
 --> &type->i_mutex_dir_key
 __x64_sys_openat2+0x9a/0x100
#9 --> 
&sbi->lock

 do_syscall_64+0x3f/0x90
 Possible unsafe locking scenario:

       CPU0                    CPU1
 entry_SYSCALL_64_after_hwframe+0x72/0xdc
       ----                    ----
  lock(
&sbi->lock);
                               lock(
&type->i_mutex_dir_key
 ORIG_RAX: 00000000000001b5
#9
REISERFS (device loop6): Using tea hash to sort names
REISERFS (device loop6): Created .reiserfs_priv - reserved for xattr storage.
);
                               lock(
&sbi->lock
kobject: 'loop2' (000000001c5b01c8): kobject_uevent_env
kobject: 'loop2' (000000001c5b01c8): fill_kobj_path: path = '/devices/virtual/block/loop2'
);
  rlock(
sb_writers
#17",Group 1
KASAN: slab-use-after-free Read in lbmIODone,"dump_stack_lvl+0x17f/0x260
 print_report+0xc5/0x5e0
 kasan_report+0xd7/0x110
 __asan_report_load4_noabort+0x18/0x20
 lbmIODone+0xce8/0xfd0
 bio_endio+0x699/0x7e0
 blk_update_request+0x3f5/0x1360
 blk_mq_end_request+0x63/0x4f0
 lo_complete_rq+0x1d5/0x290
 blk_complete_reqs+0xb4/0xf0
 blk_done_softirq+0x4f/0x70
 __do_softirq+0x202/0x956
 run_ksoftirqd+0xd8/0x180
 smpboot_thread_fn+0x67b/0xa40
 kthread+0x356/0x460
 ret_from_fork+0x1f/0x30",Group 1
